anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative
73309,40984,21997,Rock,Rock,Pop,12973,8111,4869,13981,1917,5828,"[66, 12]",[12],"[10, 76]"
459,121251,68896,Rock,Rock,Electronic,130,18407,12294,95,20289,9067,"[36, 12]","[89, 25, 12, 109]","[400, 182, 15]"
73306,91093,1929,Rock,Rock,Experimental,12973,15088,3190,13981,17023,314,"[66, 12]","[25, 12, 85]","[1, 38]"
141173,49812,141288,Rock,Rock,Instrumental,21225,9460,21242,22535,11298,22551,"[71, 12, 45, 53, 25]","[25, 12, 109]","[107, 18, 1235]"
10671,58539,42029,Rock,Rock,International,2640,10795,8263,2630,12721,9944,"[12, 70]",[12],"[2, 79]"
75788,137356,98228,Rock,Rock,Electronic,13290,20629,15889,15310,22152,10484,[12],"[361, 12, 109, 439, 25, 31]","[240, 297, 15]"
73193,131552,145759,Rock,Rock,Electronic,12972,19818,21777,14775,21464,20146,"[25, 12, 85]","[12, 109, 439, 25, 31]","[42, 468, 15]"
113530,64567,110436,Rock,Rock,Folk,17496,11629,17108,9856,9994,559,"[26, 12, 31]","[26, 12, 98]",[17]
33020,94099,38560,Rock,Rock,International,6843,15461,7723,8088,17370,9204,"[66, 27, 12]","[66, 359, 12, 111, 25]","[2, 79]"
61493,110980,105196,Rock,Rock,Folk,11189,17168,16449,13115,19115,18523,"[66, 12, 98]","[26, 12, 98]","[17, 94]"
71620,129970,139536,Rock,Rock,Instrumental,12688,19582,20988,3231,19164,22370,"[12, 31]","[66, 12]",[1235]
35534,88960,26656,Rock,Rock,Electronic,7319,14890,5795,5911,15300,6747,[12],"[66, 12, 89, 314, 25]","[182, 15]"
67412,106277,120332,Rock,Rock,Instrumental,12073,16561,18328,14010,18641,20205,"[89, 25, 12]","[89, 66, 12, 25]",[1235]
122086,128710,27195,Rock,Rock,International,18501,19412,5873,13262,21203,6891,"[66, 12, 85]","[88, 12, 85]","[81, 2, 92]"
65619,139770,117631,Rock,Rock,Folk,11811,21031,18057,13671,22388,19890,"[64, 25, 66, 12]","[25, 12, 109]","[17, 103]"
56559,1930,57440,Rock,Rock,Experimental,10449,494,10578,12277,315,3195,"[101, 12, 45, 53, 31]","[98, 12]",[38]
10675,129089,109960,Rock,Rock,Pop,2640,19471,17036,2630,1860,9454,"[12, 70]","[404, 12, 85]","[10, 76, 362]"
54735,123821,109975,Rock,Rock,Pop,10238,18736,17038,12039,20693,9454,"[89, 25, 12]","[26, 12]","[10, 76, 362]"
33461,23172,119988,Rock,Rock,Hip-Hop,6983,5081,18314,8266,5208,20156,"[66, 12]",[12],[21]
138060,22093,11790,Rock,Rock,Hip-Hop,20748,4879,2898,22222,3228,3089,"[66, 12]",[12],[21]
39359,111658,127204,Rock,Rock,Pop,7839,13316,19228,9380,13523,21070,[12],"[88, 66, 12, 85]",[10]
45475,137740,56020,Rock,Rock,Experimental,8839,20692,10366,10463,22193,12216,"[440, 12]","[25, 66, 12, 109]","[32, 250, 38]"
137424,86795,110448,Rock,Rock,International,20639,14588,17111,22156,16624,19071,"[25, 66, 12, 111]",[12],"[2, 79]"
129962,123835,35550,Rock,Rock,Pop,19582,18734,7320,19164,20691,3222,"[66, 12]","[88, 12]","[10, 362]"
95231,136705,24975,Rock,Rock,Experimental,15546,20532,5469,17496,22091,129,"[25, 12]","[404, 27, 12, 85]","[224, 38]"
28274,42044,49407,Rock,Rock,Experimental,6098,8258,2758,7111,9947,2240,"[66, 27, 12, 359]","[12, 31]","[32, 1, 38]"
71617,137426,130134,Rock,Rock,Electronic,12688,20639,19605,3231,22156,21456,"[12, 31]","[25, 66, 12, 111]","[400, 15, 182, 183]"
114404,125778,38560,Rock,Rock,International,17630,19015,7723,19498,17172,9204,"[26, 12]","[404, 12, 85]","[2, 79]"
143220,119922,111936,Rock,Rock,Hip-Hop,21489,13316,17282,22790,13523,19201,"[66, 12, 98]","[88, 66, 12, 85]","[539, 21]"
112317,129094,130454,Rock,Rock,Hip-Hop,17338,19471,19640,11018,1860,21503,"[98, 12, 31]","[404, 12, 85]",[21]
777,117887,127422,Rock,Rock,Experimental,216,18093,19266,149,19909,21093,[12],"[25, 66, 12, 111]","[1, 38, 247]"
92508,14744,131436,Rock,Rock,Pop,15304,3430,19796,17227,4120,21568,"[25, 12]",[12],[10]
71622,99441,60875,Rock,Rock,International,12688,16060,11137,3231,17172,10174,"[12, 31]","[404, 12, 85]","[130, 2, 741]"
99440,84291,110611,Rock,Rock,Experimental,16060,14235,17124,17172,1057,16162,"[404, 12, 85]",[12],"[32, 38, 47]"
138210,63471,93716,Rock,Rock,Folk,20770,11112,15415,22229,13017,17341,"[66, 359, 12, 113, 26]","[167, 12, 31]",[17]
113311,99419,85834,Rock,Rock,Electronic,17463,16058,14467,7201,18027,11574,"[12, 85]","[89, 12, 85, 25]","[400, 42, 182, 15]"
6776,26643,133538,Rock,Rock,Instrumental,2032,5793,20069,889,6742,21616,"[12, 101, 31]","[404, 58, 12, 85]","[107, 18, 1235]"
131979,91459,54153,Rock,Rock,Instrumental,19878,15138,10127,10121,17055,11944,"[58, 12, 85]","[89, 12, 25, 111]","[18, 1235]"
61492,122088,148133,Rock,Rock,Instrumental,11189,18501,22086,13115,13262,23539,"[66, 12, 98]","[66, 12, 85]","[18, 1235]"
59561,96560,130953,Rock,Rock,Folk,10931,15672,19721,12831,17349,21539,"[88, 25, 12, 111]","[25, 12]",[17]
95506,130692,113018,Rock,Rock,Pop,15581,19678,17420,17549,21524,5673,"[12, 85]","[70, 167, 12, 314, 31]","[10, 76]"
148537,16819,54703,Rock,Rock,Folk,22147,3823,10233,20693,4632,12030,"[26, 12]","[404, 12, 85]","[17, 103]"
57500,11268,71885,Rock,Rock,Experimental,10584,2769,12738,12476,2912,14642,"[25, 12, 85, 111]","[89, 12, 25]","[38, 47]"
3950,70403,145760,Rock,Rock,Electronic,2049,12512,21777,1037,14410,20146,"[12, 85]","[26, 12]","[42, 468, 15]"
98701,71372,62163,Rock,Rock,Pop,15973,12653,11282,17344,14555,13210,"[25, 12, 85]","[25, 12]","[10, 362]"
63045,9511,63149,Rock,Rock,Experimental,11430,2341,11446,7916,1222,10,"[89, 66, 12, 25]","[58, 12, 85]","[38, 22]"
67121,119569,18876,Rock,Rock,Experimental,12032,18259,4313,13937,1824,5103,[12],"[27, 12, 31]",[38]
105145,67556,94426,Rock,Rock,Hip-Hop,16446,12101,15496,16670,14024,17425,"[12, 70, 31]","[98, 12]",[21]
66536,59562,141284,Rock,Rock,Instrumental,11946,10932,21242,10027,12833,22551,"[404, 27, 12, 85]","[89, 25, 12]","[107, 18, 1235]"
4778,50543,140789,Rock,Rock,Folk,1671,9561,21171,823,11384,10154,[12],"[12, 45, 53, 89, 25]","[33, 17, 94]"
57661,67557,97988,Rock,Rock,Hip-Hop,10612,12101,15864,9123,14024,17695,"[66, 12, 111, 85, 25]","[98, 12]",[21]
135372,129091,123333,Rock,Rock,Experimental,20311,19471,18655,21958,1860,20635,"[66, 12, 98]","[404, 12, 85]","[32, 38, 47]"
35541,67673,101873,Rock,Rock,Experimental,7319,12122,16189,5911,7501,17238,[12],"[26, 12, 98]","[32, 41, 514, 38]"
138061,67661,39318,Rock,Rock,Experimental,20748,12118,7829,22222,14048,9336,"[66, 12]","[113, 66, 26, 12]","[125, 38, 47]"
130689,83791,59675,Rock,Rock,International,19678,14152,10955,21524,16205,12844,"[70, 167, 12, 314, 31]","[101, 12, 109, 25, 31]","[2, 118]"
111335,59562,141874,Rock,Rock,Electronic,13316,10932,21295,13523,12833,22429,"[88, 66, 12, 85]","[89, 25, 12]","[181, 15]"
128711,85816,117612,Rock,Rock,Instrumental,19412,14465,18055,21203,16512,19461,"[88, 12, 85]","[64, 25, 12, 85]","[18, 1235]"
105141,122397,3271,Rock,Rock,Folk,16446,18530,1705,11578,20481,417,"[12, 70, 31]","[404, 12, 85]",[17]
62337,16995,7378,Rock,Rock,Experimental,11305,3865,1685,7486,4656,10,[12],"[27, 12]","[38, 22]"
137627,148537,12531,Rock,Rock,Hip-Hop,20671,22147,3011,21476,20693,3378,"[101, 167, 12, 45, 109, 53, 25, 31]","[26, 12]",[21]
117884,138317,81660,Rock,Rock,Instrumental,18093,20786,13930,19909,22240,7168,"[25, 66, 12, 111]","[88, 25, 12, 111]","[18, 1235]"
139123,130683,61592,Rock,Rock,Pop,20902,19680,11202,22313,19741,129,"[89, 12, 25]","[25, 12]","[10, 76]"
143214,132914,43767,Rock,Rock,International,21489,20004,8584,22790,21754,411,"[66, 12, 98]","[26, 12]","[2, 118]"
14742,97887,139772,Rock,Rock,Instrumental,3430,15849,21032,4120,17885,22389,[12],"[25, 12, 109]","[18, 1235]"
14739,122085,99368,Rock,Rock,International,3430,18501,16053,4120,13262,18023,[12],"[66, 12, 85]","[2, 118]"
21859,14739,115263,Rock,Rock,International,4817,3430,17752,5790,4120,13021,"[66, 12]",[12],"[2, 118, 130]"
148246,46024,135336,Rock,Rock,Pop,22103,8877,20308,1228,2915,21957,"[58, 12]","[89, 12, 85, 25]",[10]
19187,143214,59653,Rock,Rock,International,4342,21489,10953,1263,22790,12839,"[440, 12]","[66, 12, 98]","[2, 118]"
93867,108503,135043,Rock,Rock,Folk,15428,16875,20278,17344,17247,21940,"[58, 85, 12, 66]","[25, 26, 12, 109]","[17, 103]"
129093,82462,92574,Rock,Rock,Experimental,19471,13998,15314,1860,4120,17238,"[404, 12, 85]",[12],"[224, 514, 38, 247]"
99437,124186,125291,Rock,Rock,Electronic,16060,18777,18949,17172,20733,14215,"[404, 12, 85]","[12, 31]","[296, 182, 15]"
112735,128709,81565,Rock,Rock,Instrumental,17382,19412,13919,19287,21203,7168,"[27, 12, 45, 31]","[88, 12, 85]","[18, 1235]"
50446,123835,7376,Rock,Rock,Experimental,9545,18734,1685,11374,20691,10,"[25, 12]","[88, 12]","[38, 22]"
109356,93867,53157,Rock,Rock,International,16970,15428,9954,15300,17344,6543,"[66, 12, 89, 27, 25]","[58, 85, 12, 66]","[2, 79]"
133274,126668,148604,Rock,Rock,Folk,20043,19146,22157,21772,21027,23604,"[26, 12]","[66, 12]",[17]
61820,50753,121322,Rock,Rock,Hip-Hop,11234,9588,18416,13158,11418,20304,"[98, 361, 12, 109, 25]","[12, 31]","[811, 539, 100, 21]"
72288,132171,84768,Rock,Rock,Instrumental,12838,19909,14296,14695,21655,329,"[25, 12, 111]","[25, 12, 109]",[1235]
99260,143214,154413,Rock,Rock,Pop,16038,21489,22789,16183,22790,24252,"[25, 12]","[66, 12, 98]","[10, 76]"
101951,18611,24420,Rock,Rock,Hip-Hop,16194,4121,5347,18238,4925,6274,"[25, 12, 85]","[58, 12]",[21]
111306,125774,139775,Rock,Rock,Instrumental,17208,19015,21032,13966,17172,22389,"[58, 45, 12, 53]","[404, 12, 85]","[18, 1235]"
993,122084,123342,Rock,Rock,Experimental,252,18501,18655,175,13262,20635,[12],"[66, 12, 85]","[32, 38, 47]"
13666,106564,132042,Rock,Rock,Folk,3221,16604,19890,3736,18269,21634,[12],"[404, 314, 12, 85]","[17, 103]"
133275,86795,84135,Rock,Rock,Experimental,20043,14588,14199,21772,16624,16270,"[26, 12]",[12],"[224, 38]"
49812,6776,94632,Rock,Rock,Pop,9460,2032,15504,11298,889,15460,"[25, 12, 109]","[12, 101, 31]","[10, 76]"
26642,83790,127497,Rock,Rock,Instrumental,5793,14152,19279,6742,16205,19461,"[404, 58, 12, 85]","[101, 12, 109, 25, 31]","[18, 1235]"
138317,45055,11785,Rock,Rock,Hip-Hop,20786,8748,2898,22240,10393,3089,"[88, 25, 12, 111]","[26, 12, 66]",[21]
48999,124470,69765,Rock,Rock,Folk,9346,18813,12385,11153,20782,10469,"[12, 359]","[64, 25, 12]",[17]
135375,3840,132118,Rock,Rock,Hip-Hop,20311,572,19900,21958,190,21645,"[66, 12, 98]",[12],[21]
106955,55713,131938,Rock,Rock,International,16654,10331,19874,13017,12166,21620,"[167, 12, 31]","[26, 12]","[2, 118, 102]"
114409,122083,126227,Rock,Rock,Experimental,17631,18501,19072,19498,13262,20977,"[26, 12]","[66, 12, 85]","[38, 47]"
137998,136404,52639,Rock,Rock,Electronic,20737,20488,9869,22212,22051,11679,"[31, 12, 167]","[25, 12, 31]","[181, 15]"
92868,50753,11261,Rock,Rock,Pop,15335,9588,2768,17253,11418,2904,"[25, 12, 109]","[12, 31]","[10, 76]"
98701,96408,54443,Rock,Rock,International,15973,15555,10186,17344,17534,9169,"[25, 12, 85]","[66, 12]","[2, 79]"
92868,39298,133435,Rock,Rock,Instrumental,15335,7819,20056,17253,9344,21803,"[25, 12, 109]",[12],"[18, 1235]"
96408,10670,115767,Rock,Rock,Instrumental,15555,2640,17802,17534,2630,19692,"[66, 12]","[12, 70]","[18, 1235]"
91458,134034,63226,Rock,Rock,Pop,15138,20132,11459,17055,17145,8706,"[89, 12, 25, 111]","[66, 27, 12]",[10]
4799,126670,105411,Rock,Rock,Electronic,1674,19146,16469,834,21027,15990,[12],"[66, 12]","[337, 15, 695, 183]"
109356,123474,108846,Rock,Rock,Hip-Hop,16970,18673,16894,15300,20653,16031,"[66, 12, 89, 27, 25]","[88, 66, 12]",[21]
119569,28260,142381,Rock,Rock,Instrumental,18259,6098,21377,1824,7099,22667,"[27, 12, 31]","[66, 27, 12]","[107, 1235]"
148537,69947,133440,Rock,Rock,Instrumental,22147,12440,20056,20693,14343,21803,"[26, 12]","[25, 12, 111]","[18, 1235]"
93956,112314,134053,Rock,Rock,Electronic,15442,17338,20134,17353,11018,13262,"[26, 12, 66]","[98, 12, 31]","[296, 182, 15]"
128710,122083,30090,Rock,Rock,Experimental,19412,18501,6398,21203,13262,7487,"[88, 12, 85]","[66, 12, 85]","[1, 38, 41]"
91458,92508,133432,Rock,Rock,Instrumental,15138,15304,20056,17055,17227,21803,"[89, 12, 25, 111]","[25, 12]","[18, 1235]"
145259,109203,43857,Rock,Rock,Hip-Hop,21687,15555,8608,23152,17534,10230,"[64, 66, 12, 88, 25]","[66, 12]","[811, 21]"
137715,111311,77523,Rock,Rock,Experimental,20690,17208,13456,1860,13966,14774,"[404, 12, 85]","[58, 45, 12, 53]","[224, 1, 38]"
58333,124992,64629,Rock,Rock,Hip-Hop,10761,18891,11651,12626,12676,13493,"[12, 31]","[12, 109, 404, 85, 89, 25]","[811, 21]"
71711,56552,115176,Rock,Rock,Instrumental,12699,10449,17745,5309,12277,19472,"[25, 45, 12, 53]","[101, 12, 45, 53, 31]",[1235]
14742,50444,123097,Rock,Rock,Folk,3430,9545,18627,4120,11374,20585,[12],"[25, 12]","[17, 103]"
142949,19184,107810,Rock,Rock,Pop,21444,4342,16782,22765,1263,18802,"[25, 12, 85, 111]","[440, 12]",[10]
145258,47471,16155,Rock,Rock,Pop,21687,9092,3710,23152,10865,4448,"[64, 66, 12, 88, 25]","[361, 12, 109, 25, 31]","[10, 362]"
87155,16354,135091,Rock,Rock,Experimental,14657,3756,20283,16689,4495,21941,"[66, 12, 85, 31]",[12],"[38, 47]"
137935,93983,121664,Rock,Rock,Instrumental,20724,15436,18457,22207,17349,11939,"[45, 12, 53]","[25, 27, 12, 85]","[107, 18, 1235]"
114430,86795,122832,Rock,Rock,Electronic,17633,14588,18588,8370,16624,14348,"[66, 12]",[12],[15]
133632,137213,11638,Rock,Rock,Instrumental,20074,20599,2853,21812,22128,3019,"[25, 27, 12, 111]","[440, 25, 12, 85]","[538, 18, 1235]"
10675,130683,6779,Rock,Rock,Folk,2640,19680,878,2630,19741,1346,"[12, 70]","[25, 12]",[17]
125778,84290,107047,Rock,Rock,Pop,19015,14235,16675,17172,1057,18725,"[404, 12, 85]",[12],[10]
54163,106952,135223,Rock,Rock,International,10128,16653,20300,11945,18706,21947,"[25, 58, 12, 85]","[25, 66, 12, 111]","[1032, 2, 102]"
96401,112734,25670,Rock,Rock,International,15654,17382,5571,17630,19287,5303,"[12, 31]","[27, 12, 45, 31]","[2, 602, 79]"
54942,31999,65037,Rock,Rock,Electronic,10262,6690,11735,12077,7920,13534,"[31, 12, 167]","[66, 12]","[468, 15]"
142511,114408,61160,Rock,Rock,Hip-Hop,21394,17631,11173,22677,19498,12085,"[45, 12, 53]","[26, 12]","[539, 21]"
111306,3950,73580,Rock,Rock,Folk,17208,2049,6413,13966,1037,7501,"[58, 45, 12, 53]","[12, 85]",[17]
142949,71714,52650,Rock,Rock,Electronic,21444,12701,9869,22765,14528,11679,"[25, 12, 85, 111]","[64, 25, 12]","[181, 15]"
40985,137419,75752,Rock,Rock,Hip-Hop,8112,20639,13285,331,22156,12271,"[66, 12]","[25, 66, 12, 111]","[539, 21]"
129972,141173,119896,Rock,Rock,Instrumental,19582,21225,18298,19164,22535,19461,"[66, 12]","[71, 12, 45, 53, 25]","[18, 1235]"
16821,4835,55782,Rock,Rock,Electronic,3823,1433,10338,4632,1119,12190,"[404, 12, 85]",[12],"[240, 297, 15]"
97887,38522,82915,Rock,Rock,Instrumental,15849,7717,14061,17885,9191,13830,"[25, 12, 109]","[88, 25, 12]","[18, 1235]"
40940,94099,47071,Rock,Rock,Electronic,8103,15461,9016,5905,17370,10779,"[25, 12, 111]","[66, 359, 12, 111, 25]","[240, 297, 15]"
124184,75908,87188,Rock,Rock,Pop,18777,13301,14663,20733,15289,16692,"[12, 31]","[25, 12, 111]",[10]
39359,123868,66643,Rock,Rock,Pop,7839,18740,11959,9380,20697,13890,[12],"[25, 12, 85, 111]",[10]
108505,73193,113021,Rock,Rock,Pop,16875,12972,17420,18884,14775,5673,"[25, 26, 12, 109]","[25, 12, 85]","[10, 76]"
69723,92868,142097,Rock,Rock,Instrumental,12381,15335,21337,7678,17253,21803,"[12, 45, 53, 88, 90]","[25, 12, 109]","[107, 18, 1235]"
23037,63472,23862,Rock,Rock,Electronic,5046,11112,5191,6043,13017,3766,[12],"[167, 12, 31]","[240, 297, 15]"
107390,113165,48450,Rock,Rock,Pop,16717,17440,9279,18754,19345,7337,"[101, 12, 109, 25, 31]","[404, 58, 12, 85]","[362, 10]"
107659,50754,14586,Rock,Rock,Instrumental,16762,9588,3371,307,11418,129,[12],"[12, 31]","[18, 1235]"
131978,4782,110778,Rock,Rock,Hip-Hop,19878,1671,17152,10121,823,16031,"[58, 12, 85]",[12],[21]
55710,108962,56694,Rock,Rock,International,10331,16914,10471,12166,18947,12294,"[26, 12]","[88, 66, 12]","[2, 79]"
75211,93867,47077,Rock,Rock,Electronic,13229,15428,9016,15242,17344,10779,"[89, 12, 109, 25]","[58, 85, 12, 66]","[240, 297, 15]"
113164,63191,29745,Rock,Rock,Experimental,17440,11453,6350,19345,13337,1757,"[404, 58, 12, 85]",[12],"[38, 360, 6]"
84788,99436,125620,Rock,Rock,Instrumental,14314,16060,18985,5265,17172,19461,"[25, 12, 71]","[404, 12, 85]","[18, 1235]"
9557,112316,6461,Rock,Rock,Folk,2350,17338,1998,1917,11018,458,[12],"[98, 12, 31]",[17]
137356,114198,134796,Rock,Rock,Instrumental,20629,17599,20232,22152,19470,18834,"[361, 12, 109, 439, 25, 31]","[12, 31]","[267, 1235]"
137417,119715,60510,Rock,Rock,Hip-Hop,20639,18271,11072,22156,4925,3350,"[25, 66, 12, 111]","[58, 12]",[21]
123834,135365,63292,Rock,Rock,Instrumental,18734,20311,11468,20691,21958,13346,"[88, 12]","[66, 12, 98]","[18, 1235]"
118327,40903,113564,Rock,Rock,Experimental,18136,8098,17459,20023,7501,19382,"[45, 12, 53, 31]",[12],"[41, 38]"
87155,14733,98339,Rock,Rock,International,14657,3430,15912,16689,4120,11103,"[66, 12, 85, 31]",[12],"[2, 118]"
114200,85817,38912,Rock,Rock,Experimental,17599,14465,7762,19470,16512,9279,"[12, 31]","[64, 25, 12, 85]","[38, 125, 30]"
74669,148536,132678,Rock,Rock,Instrumental,13179,22147,19976,10990,20693,19799,"[98, 26, 12, 113, 58]","[26, 12]","[18, 1235]"
54626,75786,46839,Rock,Rock,Pop,10219,13290,2097,12023,15310,1939,"[101, 12, 113, 26, 31]",[12],[10]
41962,64035,95726,Rock,Rock,Instrumental,8254,11556,15602,9884,13415,6074,"[58, 12, 98]","[25, 66, 12, 111]",[1235]
114395,137213,122625,Rock,Rock,Instrumental,17630,20599,18566,19498,22128,20521,"[26, 12]","[440, 25, 12, 85]","[18, 1235]"
42442,7872,128828,Rock,Rock,Experimental,8311,2129,19430,9988,1710,5994,"[98, 12]","[25, 12]","[32, 186, 38]"
145257,71714,92206,Rock,Rock,International,21687,12701,15212,23152,14528,17136,"[64, 66, 12, 88, 25]","[64, 25, 12]","[2, 79]"
4780,109350,15469,Rock,Rock,Experimental,1671,16970,3548,823,15300,4271,[12],"[66, 12, 89, 27, 25]","[38, 22]"
122084,63044,11795,Rock,Rock,Hip-Hop,18501,11430,2898,13262,7916,3089,"[66, 12, 85]","[89, 66, 12, 25]",[21]
108031,146483,59449,Rock,Rock,Pop,16755,21861,10915,18780,23325,9454,"[25, 66, 12, 109]","[66, 12, 85]","[10, 76, 362]"
82462,122911,98206,Rock,Rock,Electronic,13998,18601,15887,4120,13428,17907,[12],"[36, 12, 359]","[296, 181, 15]"
114406,110985,115813,Rock,Rock,Electronic,17630,17168,17806,19498,19115,19696,"[26, 12]","[26, 12, 98]","[240, 297, 15]"
48367,9550,53576,Rock,Rock,Folk,9232,2350,10016,11018,1917,11874,"[12, 31]",[12],"[17, 103]"
99439,66405,50956,Rock,Rock,Instrumental,16060,11923,9616,17172,13835,11431,"[404, 12, 85]","[12, 31]","[18, 1235]"
95535,66535,138578,Rock,Rock,Electronic,15586,11946,20821,17370,10027,21157,"[25, 66, 12, 111]","[404, 27, 12, 85]","[296, 181, 182, 15]"
112526,121869,107532,Rock,Rock,Instrumental,17361,18484,16743,19279,20359,18775,"[25, 12, 109]","[25, 12, 85, 111]","[107, 1235]"
14739,138351,105715,Rock,Rock,Folk,3430,20791,16511,4120,16586,18573,[12],"[25, 12, 109]",[17]
65619,110985,68840,Rock,Rock,Folk,11811,17168,12285,13671,19115,14026,"[64, 25, 66, 12]","[26, 12, 98]",[17]
112316,73519,821,Rock,Rock,Pop,17338,13012,227,11018,14958,155,"[98, 12, 31]","[25, 12, 109]",[10]
88959,63043,85423,Rock,Rock,Pop,14890,11430,14405,15300,7916,16470,"[66, 12, 89, 314, 25]","[89, 66, 12, 25]",[10]
113530,110417,91619,Rock,Rock,Electronic,17496,17104,15164,9856,18597,10397,"[26, 12, 31]","[314, 12, 70]","[240, 297, 15]"
108505,106951,78849,Rock,Rock,Hip-Hop,16875,16653,13584,18884,18706,15601,"[25, 26, 12, 109]","[25, 66, 12, 111]","[83, 100, 21]"
112527,119257,113022,Rock,Rock,Pop,17361,18241,17420,19279,1810,5673,"[25, 12, 109]","[66, 12]","[10, 76]"
17610,36275,6443,International,International,Hip-Hop,3981,7411,1996,4799,8688,706,"[2, 172]","[2, 118]",[21]
17607,38828,129043,International,International,Instrumental,3981,7757,19466,4799,9237,19461,"[2, 172]","[177, 2]","[18, 1235]"
55238,60756,69207,International,International,Electronic,10291,11115,12330,9169,13021,14214,"[2, 79]","[2, 118, 130]","[296, 400, 182, 15]"
54568,25601,91083,International,International,Electronic,10207,5563,15087,12004,6546,17022,"[2, 46]","[2, 79]","[184, 337, 15]"
113701,73763,78847,International,International,Hip-Hop,17524,13057,13584,19427,14373,15601,"[2, 1060, 46]","[130, 2]","[83, 100, 21]"
152418,80341,33486,International,International,Experimental,22638,13761,6991,13021,12839,8268,"[2, 118, 130]","[2, 118]","[38, 30]"
142577,27987,112468,International,International,Hip-Hop,21407,6050,17352,22686,7059,16031,[2],"[2, 172]",[21]
44822,142567,60474,International,International,Hip-Hop,8701,21404,11069,10360,22684,12966,"[2, 524, 118, 130]","[2, 79]",[21]
107256,141594,9555,International,International,Rock,16703,21284,2350,18747,5798,1917,"[2, 741, 130]","[2, 79]",[12]
53154,82631,121454,International,International,Electronic,9954,14019,18433,6543,16045,20274,"[2, 79]","[2, 79]","[296, 15]"
25233,113270,75398,International,International,Hip-Hop,5520,17457,13248,6494,19368,12271,"[130, 2]",[2],"[539, 21]"
135227,136994,129914,International,International,Hip-Hop,20300,20570,19576,21947,359,21421,"[1032, 2, 102]","[46, 2, 502]","[539, 21]"
91177,33067,48815,International,International,Folk,15103,6855,9329,17040,8100,6554,"[177, 2]","[2, 46, 502]",[17]
44948,131935,140263,International,International,Electronic,8728,19872,21095,10385,21619,22431,"[808, 2, 46]","[2, 118, 102]","[400, 495, 182, 15]"
59656,666,21167,International,International,Electronic,10953,189,4704,12839,135,5552,"[2, 118]","[2, 79]","[296, 181, 182, 15]"
98301,1681,106952,International,International,Rock,15905,429,16653,12974,1259,18706,"[130, 2, 524]",[2],"[25, 66, 12, 111]"
98666,113698,26008,International,International,Hip-Hop,15963,17524,4918,17977,19427,4454,"[2, 118]","[2, 1060, 46]",[21]
127868,134937,98613,International,International,Hip-Hop,19314,20263,15952,21105,19607,17784,"[2, 77]","[1032, 2, 102]","[539, 21]"
55832,704,135990,International,International,Electronic,10344,199,20425,12201,140,22001,"[2, 46]","[2, 46]","[495, 400, 15, 182, 286]"
38824,62185,23172,International,International,Rock,7757,11285,5081,9237,13216,5208,"[177, 2]","[81, 2, 92]",[12]
3776,3896,42129,International,International,Experimental,940,907,8267,932,1023,9957,"[2, 117, 46]","[2, 118]","[514, 38]"
